AxisLabel,Flutter,React_Native
1,60,37.4
2,58,52.3
3,59,44.8
4,59,44.3
5,58,54.3
6,59,51.2
7,59,56.4
8,58,43.5
9,60,25.6
10,59,35.4
11,59,29.3
12,59,47.5
13,60,51.2
14,59,57.4
15,58,18.5
16,59,41.3
17,60,47.8
18,59,45.6
19,59,36.7
20,60,32.3
21,60,43.2
22,59,45.7
23,58,46.6
24,60,14
25,59,18.6
26,59,42.7
27,59,43.6
28,58,30.2
29,59,45.6
30,59,43,7
