AxisLabel,Flutter,React_Native
1,60,60
2,60,60
3,60,60
4,60,60
5,60,60
6,60,60
7,60,60
8,60,58
9,60,57
10,60,56
11,60,53
12,60,52
13,60,53
14,60,51
15,60,52
16,60,50
17,60,49
18,60,47
19,60,48
20,60,46
21,60,45
22,60,47
23,60,45
24,60,42
25,60,44
26,60,43
27,60,43
28,60,42
29,60,42
30,60,41
